Precip,Pot_ET,Strmflw
0.06,1.21,17.2
21.37,1.33,11.49
0,1.24,6.65
7.46,0.77,5.15
0,0.36,4.27
0.33,0.81,3.64
17.16,0.77,3.39
0.09,1.19,3.26
17.88,0.55,3.2
0,2.1,3.26
11.01,0.76,2.64
3.72,1.68,2.7
0,1.7,2.82
0,1.91,2.51
0.07,1.34,1.95
0,0.76,1.41
0,1.1,1.14
0,0.9,1.03
0,0.81,0.94
12.55,0.28,0.9
3.9,0.39,1.26
5.11,0.62,1.63
0,1.15,1.76
4.87,0.92,1.32
18.26,0.62,1.38
0.67,0.29,2.07
48.53,0.19,3.58
2.43,0.44,8.03
0,1.08,8.16
0,1.35,6.97
0,1.79,4.77
55.07,0.64,3.01
13.77,0.61,3.83
0.27,0.83,7.61
0,2.13,12.68
0.07,1.56,11.3
0,1.75,6.28
0,2.18,3.58
0,1.6,2.45
0,1.81,1.76
0,1.48,1.38
0,1.06,1.19
13.94,0.32,1.57
9.42,0.27,1.76
1.25,0.57,2.51
0,0.97,2.38
0,2.23,1.95
0,3.39,1.63
0,1.67,1.32
0,0.7,1
0.5,0.21,0.88
38.46,0.07,1.07
20.98,0.38,2.64
0,1.45,4.77
0.03,0.46,5.9
15.16,0.13,6.53
0.57,0.89,5.9
0,1.9,4.52
0,1.91,3.39
34.57,0.92,2.51
0,0.44,5.4
0.04,1.43,7.15
0,1.96,6.78
0,1.17,5.27
0,1.22,3.14
22.11,0.86,2.89
0,1.55,4.39
0,1.7,4.27
0.07,0.73,3.14
3.57,0.89,2.26
0.1,1.98,1.69
4.57,3.31,1.38
0,3.44,1.38
0,1.44,1.63
0,2.55,1.32
0.48,0.6,1.07
0,1.93,0.94
0,2.17,0.85
0,1.61,0.8
0,1,0.78
0.91,1.17,0.77
0,3.3,0.75
11.99,1.29,0.75
12.14,1.4,1.26
40.27,0.49,3.77
0,0.74,7.15
1.93,1.58,6.53
0,3.95,5.02
0,3.39,2.89
0,1.83,1.88
23.61,2.83,2.13
0,3.77,3.26
0,3.63,3.14
0,4.54,2.26
0,3.96,1.51
0.03,2.38,1.13
2.64,3.49,1
0.64,2.8,0.88
18.22,3.89,1.26
0,4.05,2.38
2.37,1.83,2.13
0,3.89,1.51
0,2.67,1
0.02,1.84,0.82
0,5.23,0.72
0.03,4.95,0.65
0,1.74,0.6
0.5,1.41,0.56
0,1.62,0.54
11.99,2.07,0.53
26.07,4.28,0.84
5.32,2.13,2.51
0,2.29,2.76
0,3.33,2.26
0,3.39,1.51
0,4.38,0.94
0,4.15,0.72
25.04,1.25,1.26
0,2.73,1.88
0,1.3,1.51
0,3.73,1.26
0.04,2.28,1
0,4.82,0.82
0,4.47,0.69
0,1.59,0.6
0,2.44,0.53
0,4.49,0.48
0,4.38,0.44
0.02,3.93,0.43
19.39,6.36,0.82
0,6.03,1
0,5.76,0.69
0,5.13,0.56
0,2.66,0.48
12.32,1.67,0.43
8.24,5.54,1.19
0,5.88,1.32
0,5.65,0.73
0,5.79,0.56
0,2.52,0.44
0,3.23,0.38
0.28,1.29,0.33
7.41,2.02,0.56
0,2.85,0.56
0.26,2.81,0.46
20.55,0.88,0.63
0.01,3.1,0.82
0,6.18,0.57
0,3.9,0.44
1.45,3.55,0.36
15.98,0.77,0.37
0.31,2.38,0.87
0.04,4.32,0.61
0,2.25,0.44
0.92,1.43,0.37
22.44,0.87,0.42
0.28,2.34,1.48
1.9,3.6,1.09
0,5.45,0.76
0,6.4,0.6
2.14,3.38,0.45
0,6,0.4
0,6.7,0.34
0,6.21,0.29
0,6.7,0.27
0,6.81,0.25
0,5.79,0.24
3.2,3.19,0.23
0,6.67,0.22
0,5.23,0.21
0,3.96,0.21
0,4.61,0.2
0,3.81,0.2
0.2,3.32,0.19
0,2.86,0.19
0,6.81,0.18
0,7.02,0.18
0,7.41,0.17
0,6.46,0.17
0,7.18,0.17
0,7.3,0.16
2.26,6.6,0.16
0.71,5.17,0.16
0,2.83,0.16
11.54,2.27,0.16
5.6,3.59,0.2
0,5.39,0.21
2.39,4.81,0.18
0,3.17,0.19
19.97,1.6,0.18
0.15,0.98,0.43
0,2.43,0.4
0,6.72,0.24
0,3.45,0.2
0.02,6.66,0.18
0.73,5.36,0.16
0.06,2.55,0.16
0,5.05,0.15
0,3.69,0.15
15.11,1.15,0.15
0.11,3.08,0.18
0,4.92,0.18
0,4.86,0.16
51.78,1.45,0.35
2.52,4.34,0.99
0,3.13,0.46
3.31,4.86,0.27
9.98,4.46,0.21
12.14,1.26,0.19
0.48,1.56,0.2
0,6.14,0.21
0,6.16,0.21
0,5.49,0.19
0,3.68,0.17
0,5.69,0.16
0,6.59,0.15
14.06,5.01,0.15
6.21,3.45,0.15
4.16,3.33,0.32
0,3.27,0.33
0.4,3.78,0.22
0.32,4.49,0.19
3.84,4.35,0.17
1.21,5.15,0.17
3.05,5.9,0.16
0,6.11,0.16
0,5.44,0.14
2.76,4.59,0.14
0,5.18,0.13
1.28,5.08,0.13
30.44,3.35,0.14
0,4.12,0.28
2.63,3.98,0.35
23.53,1.77,0.24
9.72,2.23,0.3
0.71,3.3,0.42
0,4.98,0.38
0.36,4.62,0.28
0,5.9,0.21
0,5.01,0.18
0,5.75,0.16
0,6.84,0.14
0,8.05,0.14
0,4.7,0.13
0,5.8,0.12
1.2,3.63,0.12
10.57,4.04,0.13
3.72,3.94,0.17
0,2.01,0.14
0,5.51,0.14
5.37,4.97,0.18
0.04,5.96,0.16
3.02,5.55,0.15
0,6.03,0.14
0,5.61,0.13
0.49,6.28,0.13
0,6.17,0.12
12.58,4.58,0.14
8.35,4.84,0.14
0,4.88,0.18
4.35,4.6,0.15
2.85,3.35,0.13
0.47,5.26,0.13
0,5.88,0.14
0,4.59,0.13
0,6.23,0.12
0.2,5.03,0.12
0,5.75,0.12
0.31,5.43,0.12
4.15,4.84,0.11
0,4.11,0.11
1.04,2.15,0.11
0,3.61,0.11
0,3.1,0.11
0.27,4.12,0.11
0,4.41,0.11
0,5.78,0.11
0,5.55,0.1
0,6.7,0.1
0,6.4,0.1
0,6.08,0.1
0,5.62,0.1
11.64,4.56,0.11
1.99,2.7,0.11
0.7,3.66,0.11
0,4.91,0.11
0.34,5.81,0.12
3.11,4.38,0.11
9.92,2,0.11
0.61,3.49,0.12
0.34,4.68,0.12
0.43,2.84,0.12
16.92,2.02,0.11
5.01,2.87,0.14
0,2.14,0.13
7.47,2.87,0.13
3.28,3.15,0.12
0,4.69,0.12
0,4.47,0.12
0,2.54,0.11
0,3.22,0.11
0,3.79,0.11
0,2.8,0.11
0,2.08,0.1
0,3.19,0.1
0,4.58,0.1
0,4.98,0.1
0,4.57,0.1
0,3.03,0.1
0,3.29,0.1
0,4.16,0.1
0.04,3.14,0.1
0,4.05,0.1
0,4.04,0.1
0,2.72,0.1
1.47,0.91,0.1
0,1.89,0.12
0,2.52,0.13
64.46,1.65,0.13
0,1.45,0.54
0,1.92,0.44
0,1.16,0.23
4.1,0.89,0.18
27.97,0.87,0.2
0.13,0.66,0.27
0,0.97,0.24
0,1.79,0.2
0,2.34,0.17
0,2.59,0.15
12.25,1.6,0.15
0.43,1.92,0.15
0,3.39,0.15
0,1.91,0.14
0,2.12,0.14
12.01,1.34,0.14
0,2.77,0.15
0,1.45,0.15
0,2.54,0.16
0,0.79,0.16
0,2.94,0.16
27.19,0.68,0.17
0,1.43,0.4
0,0.88,0.32
0,0.49,0.25
0,1.11,0.22
10.83,0.56,0.21
4.34,0.71,0.25
0,0.79,0.26
0,0.71,0.22
0,0.89,0.19
0,0.94,0.18
7.32,0.73,0.17
25.14,0.44,0.33
0,2.49,0.62
0.27,2.15,0.66
2.18,1.39,0.56
2.42,0.8,0.39
0,1.34,0.3
0,1.95,0.26
0,1.95,0.23
0,1.55,0.22
4.09,1.04,0.21
10.21,0.56,0.22
28.53,0.76,0.8
0.4,1.25,1.21
0,0.82,1.37
0.82,1.14,1.11
4.7,0.51,0.65
0.52,0.24,0.43
4.44,0.87,0.35
2.1,0.34,0.32
9.69,0.22,0.42
25.16,0.61,1.37
0,1.92,2.36
0,1.39,2.7
0,1.51,2.42
7.82,0.85,1.36
68.79,0.18,0.89
15.63,0.28,7.09
0.24,0.41,7.07
0,0.3,7.97
0,0.99,7.67
0,1.06,3.98
0,0.6,2.75
0,1.58,2.27
0,1.52,2
0,1.12,1.81
48.28,0.83,1.66
0.11,1.15,2.95
5.52,0.8,5.37
6.04,0.83,5.95
14.12,0.41,5.7
0,0.73,4.58
3.6,0.33,3.95
4.97,0.5,3.56
20.98,0.38,2.97
0.01,0.35,3.54
0,0.46,5.05
0.2,0.56,5.18
0,0.94,4.28
0.67,1.14,2.42
0,0.88,1.47
0,1.36,1.13
0,1.95,0.97
0,1.97,0.85
0,0.89,0.75
0.38,0.85,0.66
0,2.19,0.64
0.01,1.14,0.6
24.11,1.81,0.79
0,2.66,2.62
0,1.53,3.13
0,1.69,2.47
1.14,0.95,1.32
3.6,0.7,0.93
3.31,1.9,0.88
0,0.52,0.87
0,1.29,0.88
0,0.87,0.81
0,0.82,0.71
40.53,1.09,0.86
0,2.28,2.82
0,2.36,5.1
0,1.95,7.39
0,1.87,3.38
0,0.8,1.38
1.07,0.85,0.98
30.3,0.45,1.04
0.09,0.93,2.89
0,1.83,4.09
0,1.29,3.51
0,1.17,2.1
62.99,0.8,1.51
0,0.46,2.95
0.13,1.74,7.03
0,1.41,11.87
0,0.72,9.69
0,1.85,5.86
0,1.55,4.17
0,1.5,3.04
0,0.84,2.23
0.13,1.56,1.86
0,1.93,1.61
4.66,2.27,1.44
0,2.14,1.32
0,2.16,1.26
0,2.86,1.17
0,2.6,1.11
0.01,1.22,1
25.24,1.58,1.05
0,2.31,2.03
22.03,2.01,2.69
0,1.06,3.4
26.07,1.88,3.49
0.01,3.74,5.22
0,0.67,6.15
0.83,2.16,5.28
3.57,1.23,3.74
38.42,3,3.44
0,3.72,5.3
0,1.32,6.38
0,1.96,7
0.08,1.84,6
45.04,0.93,4.88
0,3.51,6.84
0,3.42,7.38
0,2.37,6.64
6.24,1.56,4.42
0,2.2,3.14
0,2.3,2.4
0,3.57,1.93
102.14,1.02,1.85
1.07,3.78,13.93
0,1.25,18.58
0,1.66,19.2
4.3,2.53,13.05
0,0.89,7
90.73,0.76,5.91
3.82,3.58,9.74
0,5.59,21.21
0,2.3,25.1
4.28,1.06,19.08
0,1.42,8.21
0,3.55,4.36
1.45,1.36,2.97
42.56,0.76,5.47
0.27,4.75,7.63
2.18,3.24,8.43
0,4.89,7.63
0,4.47,5.15
0,4.98,3.39
0,4.36,2.46
0.81,5.05,1.87
0,2.09,1.63
30.91,1.17,1.62
38.85,1.31,2.28
30.21,3.47,7.61
0,2.11,14.94
0.23,4.57,16.69
0,3.37,12.93
0.11,2.69,5.76
0,1.66,3.59
56.71,1.89,2.57
44.7,2.14,12.18
13.67,2.15,15.94
0,3.72,16.95
0,5.7,15.56
0,6.08,9.29
0.71,3.85,4.79
0.34,2.07,3.23
16.57,2.4,2.25
1.17,4.24,2.65
0,6.05,3.08
0,6.06,2.64
4.88,1.63,2.02
53.96,1.51,2.46
13.12,6.38,8.28
0,6.58,9.48
0,7.37,12.68
0.13,4.8,9.49
4.62,1.53,3.94
0.54,4.57,2.61
0,5.68,1.72
0,3.94,1.33
0,6.63,1.1
0,6.82,1
0,4.39,0.9
1.04,7.3,0.83
2.27,3.26,0.78
0,3.1,0.73
0,3.78,0.67
21.14,3.88,0.63
4.94,5.21,0.67
4.24,4.19,2.84
12.69,2.67,2.86
14.55,1.96,2.07
0,7.41,2.11
0,6.16,1.92
0,6.17,1.62
11.27,4.83,1.03
2.99,1.79,0.77
0,4.11,1.52
0,5.39,1.49
0.26,3.59,1.09
13.06,3.51,1.03
0.02,2.41,0.99
9.62,2.35,0.99
9.16,3.31,1.95
1.2,3.74,3.93
0,3.47,2.91
4.38,2.05,1.96
0,3.35,1.18
0.48,4.25,1.32
0,4.06,1.23
5.99,3,0.89
0,3.43,1.07
0.1,4.63,0.99
0,6.06,0.77
0,5.58,0.61
6.81,4.01,0.56
18.99,4.05,0.57
0,4.07,0.77
0,2.78,1.83
0,3.16,1.37
0,7.85,0.71
1.28,4.84,0.52
9.27,4.11,0.6
0,4.41,0.49
0,6.33,0.41
0,2.77,0.38
0,5.06,0.36
5.04,5.64,0.34
18.79,3.54,0.35
15.45,4.72,0.38
15.48,3.18,0.36
5.38,1.62,2.08
3.4,2.72,2.56
3.63,5.11,2.05
0,6.42,1.04
0.71,5.8,0.62
1.97,4.84,0.48
0,7.76,0.44
9.04,6.41,0.4
0,5.92,0.39
0,6.31,0.53
0,5.5,0.97
8.93,3.07,0.61
2.8,3.19,0.41
15.79,3.84,0.59
0,4.27,0.65
2.38,5.03,0.63
0.14,4.48,0.56
0,6.77,0.51
4.29,5.31,0.42
1.39,2.76,0.36
8.54,2.04,0.35
0.74,3.17,0.92
0.1,6.29,0.49
1.33,3.12,0.37
1.15,3.66,0.34
2.71,2.87,0.33
8.54,1.72,0.32
0,5.29,0.3
0,6.01,0.34
0,5.67,0.31
0,5.3,0.29
4.98,4.24,0.28
1.04,4.6,0.27
1.76,6.46,0.27
0,6.16,0.27
0.67,5.76,0.27
7.39,5.72,0.27
4.15,4.13,0.33
0.88,3.64,0.29
28.55,3.58,0.31
0,4.86,0.33
39.72,2.71,0.39
6.68,1.73,2.11
0,1.99,4.05
0,5.57,4.47
0,6.44,3.89
0,7.39,2.4
0,7.19,0.8
0,6.37,0.46
0,5.95,0.38
0,5.05,0.33
0.1,5.47,0.3
0.09,5.43,0.28
0.03,5.11,0.27
3.9,3.67,0.31
6.03,4.7,0.28
0,5.24,0.51
4.2,1.86,0.43
7.55,1.34,0.32
19.85,3.13,0.32
19.28,2.23,0.45
6.72,1.36,0.71
8.44,1.19,0.78
0.58,1.9,0.76
0,4.91,0.62
0.4,3.99,0.48
6.65,2.17,0.4
2.25,1.05,0.36
3.56,1.58,0.34
28.69,1.28,0.65
0,2.59,0.81
0,4.5,0.64
0,4.04,0.49
0,3.07,0.4
0,3.67,0.34
0,5.11,0.31
0,5.34,0.29
0,5.68,0.27
0,4.67,0.26
0,3.14,0.25
0,2.9,0.25
0,3.77,0.24
0.63,3.43,0.24
8.68,1.51,0.26
8.15,2.06,0.28
6.74,2.37,0.3
20.06,1.63,0.54
0,2.53,0.65
5.16,2.26,0.58
0,3.6,0.52
0,3.98,0.4
0,4.85,0.34
0,3.38,0.31
0,4.68,0.28
0.1,3.58,0.27
21.01,3.79,0.26
0,4.16,0.32
0,3.8,0.45
0,4.42,0.39
2.08,2.15,0.32
0.25,0.66,0.28
3.77,0.8,0.27
20.05,0.67,0.3
0,4.69,0.42
0,3.88,0.48
0,3.76,0.42
0,2.99,0.33
0,3.8,0.29
0,3.97,0.27
0,3.77,0.26
0,3.73,0.25
0,3.62,0.24
0,3.24,0.23
0,2.8,0.23
3.85,2.67,0.23
0,2.84,0.23
3.88,2.98,0.23
7.9,1.01,0.25
0,3.13,0.28
0,2.23,0.27
0,2.22,0.27
34.9,1.93,0.26
0.01,0.63,0.56
0.09,2.63,0.69
6.5,0.22,0.62
1.48,1.28,0.48
0.27,1.45,0.45
0,3.03,0.42
0,2.53,0.37
0,2.75,0.34
0,2.72,0.31
0,2.32,0.29
0,1.37,0.28
0.81,3.04,0.27
0,2.62,0.27
0,2.18,0.26
0,1.66,0.25
38.35,1.57,0.25
11.53,2.21,0.52
0.01,1.2,0.91
2.7,1.26,1.19
0.97,2.1,0.96
3.77,1.21,0.6
0.73,1.66,0.53
30.14,1.54,0.53
0,1.7,1.62
0,2.21,1.33
0,2.24,1.48
0,2.22,0.89
0,2.51,0.57
1.2,2.83,0.47
24.51,2.98,0.63
0,1.83,1.39
0,2.24,1.48
0,1.81,1.2
0,0.82,0.69
0,0.94,0.52
0,1.88,0.46
0,1.92,0.42
0,1.92,0.4
0,3.45,0.38
0,2.08,0.37
5.7,0.84,0.36
0,1.08,0.38
0,1.73,0.38
0,2.32,0.37
43.52,1.82,0.36
1.01,0.55,2.02
0.03,1.12,3.19
0,1.6,3.23
0.09,1.51,2.49
27.87,1.2,1.41
67.85,0.44,7.61
15.49,1.41,16.07
0,2.06,16.19
0,2.2,17.7
0.45,1.73,12.8
0,0.91,5.11
21.46,0.63,4.63
0,0.99,6.69
0.86,0.36,5.67
13.3,0.33,4.74
2.7,0.3,4.08
0,0.21,4.04
17.32,0.37,3.9
0.01,1.14,4.41
6.02,0.51,4.42
0.21,0.85,4.61
0,1.79,4.31
30.58,0.48,3.51
0,1.19,5.37
0,1.02,5.52
18.76,0.57,5.06
1.28,1.59,4.82
0.03,0.34,4.88
0,1.18,5.02
4.14,1.35,3.79
31.65,1.12,2.4
26.64,1.21,4.97
0,1.65,8.01
0,2.2,10.29
17.2,0.34,9.55
22.42,0.18,7.14
6.84,0.17,8.28
7.99,0.96,8.18
1.88,1.97,9.18
20.64,1.41,8.41
0,1.8,7.92
0,2.38,6.68
0,2.1,5.22
3.56,0.67,3.13
1.66,1.42,2.5
0,0.74,2.07
0,1.99,1.68
0,2.89,1.38
12.82,0.55,1.27
8.84,0.39,1.92
0,0.66,2.96
0,1.51,3.5
0,2.11,2.7
0,2.4,1.71
0,3.03,1.23
0,2.06,1.05
6.39,0.85,0.96
51.46,0.21,1.21
2.31,0.8,7.12
0.09,2.57,8.79
8.87,1.36,12.38
2.29,1.71,7.83
0.05,3.15,5.35
21.07,1.11,4.53
0,1.53,4.04
0,1.87,3.74
0,2.14,3.51
0,2.67,2.61
0,2.5,1.87
0,3.37,1.46
0,2.24,1.26
0,1.61,1.15
0,2.26,1.1
0,3.32,1.04
0,2.68,1
0,3.31,0.95
0,2.94,0.9
0,3.29,0.88
0,3.91,0.83
0,2.17,0.8
0,1.35,0.78
24.45,0.96,0.78
10.62,2.75,1.88
0.31,0.83,2.85
0,3.52,2.36
0.03,1.37,1.86
0.06,3.36,1.26
0,3.35,0.99
0,2.61,0.85
7.72,1.87,0.82
8.05,2.04,1.01
11.46,0.86,1.74
0.13,3.75,1.98
3.19,2.66,1.61
7.69,1.36,1.22
2.6,0.88,1.14
20.54,0.48,1.38
7.87,0.98,3.69
0,1.11,4.49
2.76,5.5,4.05
0,5.23,3.33
0,5.95,2.6
29.82,3.22,1.67
1.48,5.7,5.18
0,3.29,5.22
4.19,2.14,5.72
0.12,4.81,4.86
0,4.4,2.82
0.37,2.9,1.53
0.42,3.65,1.15
0,5.03,0.98
0,4.8,0.84
0,3.07,0.75
221.52,0.68,3.3
42.9,0.72,40.17
25.02,2.48,64.01
0,2.07,55.35
0,5.24,32.13
0,5.31,13.81
0,5,6.34
0,2.95,4.71
0,5.19,3.48
0,3.03,2.8
23.87,0.97,2.5
0,4.1,3.51
0,5.43,4.07
0,4.74,3.98
0,5.2,2.71
0,5.04,2.07
0,5.49,1.82
0,4.1,1.67
0,3.05,1.58
0,1.84,1.49
0.31,4,1.42
0,5.02,1.37
26.37,2.47,1.36
0.01,1.8,1.71
0,4.51,1.82
0,5.99,1.53
0,3.69,1.33
0,4.28,1.21
0.01,1.77,1.13
32.65,0.71,1.43
0,6.49,3.09
0,7.12,2.84
0,6.52,2.07
6.17,1.72,1.47
0,4.54,1.51
0,4.53,1.21
0,4.27,1.06
0,5.92,0.98
0,3.44,0.91
1.98,2.45,0.87
20.08,0.73,1.42
0,3.38,1.85
0,5.1,1.28
0.54,4.58,1.07
12.77,2.49,0.94
0,4.75,1.01
0,6.42,1.02
0,3.93,0.93
0,3.75,0.83
0,2.91,0.77
27.42,1.65,0.72
0,3.04,1.96
0,4.33,1.52
0.28,5.22,1.23
51.28,2.96,1.13
5.4,2.49,3.88
0.34,2.9,5.12
0.06,2.26,4.07
0,5.67,2.77
0.34,2.83,2.11
0.71,6.91,1.46
0,2.79,1.07
3.76,3.55,0.98
0,6.06,1.01
0,2.04,0.82
0,4.07,0.75
0,6.2,0.68
0,2.59,0.64
0,6.25,0.61
0,6.07,0.58
0,6.63,0.55
0,7.12,0.52
38.52,1.57,1.43
0,5.76,3.39
0,6.52,1.9
0,6.58,1.21
0,6.34,0.84
0,6.57,0.68
0,5.59,0.59
0,6.18,0.54
0,5.9,0.5
0,5.52,0.47
0,6.27,0.45
1.53,4.97,0.44
10.03,2.35,0.43
1.91,2.68,0.49
0.38,5.55,0.48
2.79,5.22,0.47
0,4.67,0.42
2.47,5.7,0.4
0,7.39,0.38
0,6.06,0.37
0,5.75,0.35
0.46,4.73,0.34
2.5,5.05,0.35
0,4.18,0.41
0,7.14,0.44
0.6,2.57,0.4
1.01,6.12,0.36
8.08,5.61,0.34
0,6.77,0.39
0,5.98,0.36
24.65,1.4,0.41
32.41,1.27,1.59
0,2.87,1.06
5.51,1.52,1.42
0.03,3.43,1.19
0.03,4.69,0.75
0,7.13,0.57
8.22,5.33,0.49
0,4.17,0.67
0.35,3.65,0.52
3.73,2.6,0.43
0.13,4.1,0.58
0.13,3.2,0.43
0,6.29,0.37
0.42,4.21,0.34
6.56,1.43,0.36
0.68,2.01,0.61
0,3.75,0.5
0,5.54,0.45
0,4.31,0.37
0.28,5.33,0.33
25.51,3.32,0.45
0,3.24,1.14
0.03,4.64,0.64
5.09,4.47,0.43
16.37,3.05,0.52
23.59,3.57,0.67
0,4.85,1
0,4.43,0.79
0,6.07,0.57
0,3.33,0.44
0,5.47,0.37
0,5.48,0.34
0.03,5.13,0.31
2.56,3.78,0.3
4.4,3.67,0.3
8.47,2.51,0.58
10.22,2.87,1.31
27.34,3.28,0.88
1.54,2.39,1.73
21.97,2.1,1.34
4.98,2.1,1.03
0,0.95,1.83
0,3.05,1.18
0,3.68,0.75
0.01,1.02,0.57
51.74,0.83,0.5
16.22,1.3,3.82
8.69,2.53,4.97
4.2,2.83,3.73
0,2.74,2.5
0,0.87,1.66
0.86,2.05,1.03
0.09,1.04,0.78
0,3.76,0.63
0,4.85,0.54
0,3.57,0.47
0,5.66,0.42
0,5.36,0.37
0,4.14,0.34
0,4.38,0.32
0,5.25,0.3
0,2.78,0.27
0,2,0.25
17.42,0.77,0.24
15.61,0.58,0.33
0.01,1.51,0.48
36.77,1.49,0.48
0,3.5,1.58
0,4.8,1.62
0,4.73,1.29
0,4.7,0.83
0,4.22,0.53
0,4.03,0.4
0,4.25,0.33
0,4.11,0.29
0,4.37,0.27
0,3.59,0.25
0,1.75,0.23
0,4.23,0.21
0,4.15,0.2
0,2.07,0.2
0,1.49,0.2
0,2.98,0.19
29.82,0.63,0.29
0,3.89,0.5
0,3.74,0.4
0,3.59,0.34
0,4.32,0.27
0,3.66,0.24
0,2.94,0.21
0,3.88,0.2
0,2.12,0.19
0,3.46,0.18
0,1.38,0.17
0,3.37,0.17
0,3.68,0.17
0.07,1.66,0.17
19.18,1.43,0.17
0,2.09,0.23
0,2.38,0.34
0,1.1,0.31
0,2.18,0.27
0,2.38,0.23
5.67,1.31,0.22
0.52,1.66,0.21
0,1.83,0.2
0.02,0.98,0.19
2.87,0.46,0.19
0,2.14,0.2
10.03,2.84,0.2
13.84,1.17,0.31
0,3.16,0.5
0,2.8,0.46
3.13,0.52,0.36
0,2,0.31
4.62,0.86,0.27
28.02,0.32,0.27
0,0.29,0.99
3.72,0.89,1.12
15.15,2.89,1.42
0,2.15,1.34
0,2.72,2.23
0,2.81,2.21
8.7,2.08,1.03
2.42,2.51,0.62
0,2.08,0.62
0,2.08,0.72
0,1.66,0.69
2.92,1.63,0.52
16.29,0.67,0.61
0,1,0.87
0,1.87,1.04
0,1.67,1.02
0,1.52,0.7
0,1.74,0.52
66.45,0.49,0.66
14.72,0.69,5.72
0,0.78,7.56
0,1.34,9.98
0,0.93,10.47
7.47,1.17,5.36
0,0.75,3.31
0,1.05,2.31
0,1.52,1.54
6.33,1.05,1.29
0,1.54,1.33
0,1.1,1.31
0.05,1.65,1.14
10.91,0.54,1.02
2.83,0.64,1.39
0,1.89,1.83
0,1.94,1.62
72.55,0.52,1.08
0.93,0.59,4.59
5.55,0.42,8.38
1.34,0.57,14.56
0.5,0.34,14.69
1.4,0.04,5.49
0,0.38,3.44
0,0.63,2.33
0,0.69,1.62
0,0.83,1.31
0,1.92,1.07
3.55,0.39,0.92
0,1.53,0.83
0,0.92,0.79
0,1.33,0.73
31.19,0.56,0.68
17.74,1,4.72
0,1,6.38
50.39,0.61,7.54
0,1.99,15.82
13.61,0.51,19.83
0,1.44,22.22
0,1.18,13.93
0,1.75,6.23
1.81,0.57,4.03
0.24,0.42,2.75
0.18,1.17,1.87
11.36,0.72,1.54
0,1.36,1.66
0,0.99,1.77
0,0.79,1.54
0,0.86,1.18
34.32,0.19,1.02
1.68,2.13,4.74
0.03,2.19,5.89
0,2.46,6.02
0,1.25,4.58
0,1.02,2.84
0.01,0.48,1.81
0,1.3,1.2
0.07,0.62,1.01
4.1,0.22,0.89
6.57,0.16,0.98
5.62,0.14,1.58
0.34,1.14,2.61
0,0.46,2.72
0,1.56,1.73
0.17,1.93,1.04
1.54,0.42,0.8
0,0.32,0.7
7.63,0.46,0.64
3.82,0.61,0.88
0,1.9,1.04
0,2.7,1
19.58,1.04,0.81
57.59,1.67,8.3
0.01,1.13,12.55
1.06,0.81,11.37
0,0.95,9.94
0,1.13,4.97
0,3.57,3.35
3.33,1.06,2.21
19.34,0.84,2.05
0,2.84,2.37
0,3.16,3.09
0,2.98,2.71
0,1.91,2.05
2.16,0.5,1.66
0,2.08,1.27
0,2.57,1.14
2.41,1.41,1.02
8.18,0.51,1.16
0.71,2.35,1.39
0,0.68,1.28
0,1.85,1.09
0,3.71,0.97
0,1.56,0.87
4.05,1.31,0.81
0.99,1.04,0.8
0,2.52,0.86
31.21,0.26,0.96
0,1.88,2.33
11.57,0.98,3.34
6.12,0.43,4.57
17.22,0.67,3.92
15.21,2.28,5.23
0,3.83,6.04
0,2.78,5.92
0,3.36,5.02
0,1.55,2.84
6.63,1.33,1.88
11.76,4.63,2.16
0,4.42,2.62
0,4.29,2.56
0,2.63,1.83
0,1.47,1.21
20.47,0.54,1.03
0.02,1.51,1.72
0,1.92,2.56
0.72,1.26,2.56
33.48,0.8,2.11
0,3.87,4.34
0,2.07,3.44
0,2.61,2.82
0,3.21,1.85
0,1.29,1.21
17.4,0.53,1.1
4.04,0.82,2.06
1.75,0.59,1.95
4.72,4.38,2.18
0,4.78,2.01
12.63,1.19,1.51
25.64,0.41,2.81
0,3.75,5.38
0,3.42,4.69
0,2.23,3.9
0,2.69,2.17
0.13,1.14,1.27
0,1.75,0.99
0,4.8,0.84
0,3.46,0.75
0,1.76,0.7
0.09,3.53,0.66
0,3.18,0.63
0,3.37,0.6
0,3.07,0.56
0.73,1.7,0.53
31.4,1.06,0.52
55.28,0.9,2.45
0,3.35,6.56
0.05,2.38,6.98
21.54,0.9,7.38
0.22,3.83,5.32
10.85,2.99,4.27
15.58,1.07,4.97
24.02,1.07,5.87
16.88,1.67,8.22
3.11,1.12,6.87
0.71,2.44,5.3
0,3.79,3.78
0,5.16,2.55
0,3.93,1.66
14.99,1.26,1.16
9.45,2.14,1.15
2.9,2.79,2.35
0,2.96,2.81
0,5.27,2.23
0,5.89,1.29
0,5.69,0.95
0,5.37,0.79
0,7.02,0.7
0,6.2,0.63
0,4.59,0.58
0,3.41,0.54
13.94,4.65,0.5
0,5.5,0.51
0.44,4.8,0.52
21.53,2.16,0.59
0.69,1.4,0.69
0,2.41,1.29
0,4.96,1.46
0,7.1,0.87
0,6.72,0.61
0,6.16,0.51
3.6,3.57,0.46
7.45,2.3,0.53
7.01,2.11,0.65
6.93,1.37,0.81
13.22,1.48,0.93
15.22,1.39,1.06
1.45,1.34,1.64
0,2.99,1.63
0,5.95,1.56
4.53,2.89,0.92
